"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Big Eddy Baltic Porter","Jacob Leinenkugel Brewing Company","83","http://beeradvocate.com/beer/profile/710/84732/?sort=topr","Baltic Porter","{'Kansas': 1, 'Georgia': 2, 'Wisconsin': 6, 'Colorado': 2, 'Pennsylvania': 2, 'Michigan': 5, 'Delaware': 1, 'Minnesota': 3, 'Kentucky': 2, 'Illinois': 2, 'New Jersey': 2, 'Connecticut': 1, 'Nebraska': 1, 'North Carolina': 2, 'Missouri': 1, 'Indiana': 1, 'New York': 1, 'Louisiana': 1, 'Oklahoma': 2, 'Texas': 1, 'Ontario (Canada)': 1}","40","120","252","81","272","96","65","18"
"Baltika #6 Porter","Baltika Breweries","82","http://beeradvocate.com/beer/profile/401/4694/?sort=topr","Baltic Porter","{'Brazil': 1, 'Washington': 4, 'Oklahoma': 2, 'Minnesota': 3, 'Illinois': 5, 'Indiana': 2, 'Maryland': 3, 'Louisiana': 3, 'Texas': 6, 'Ontario (Canada)': 6, 'Arizona': 2, 'Iowa': 1, 'Singapore': 1, 'Norway': 1, 'Michigan': 1, 'Virginia': 3, 'Oregon': 1, 'Connecticut': 1, 'New York': 3, 'New Hampshire': 1, 'Massachusetts': 2, 'South Carolina': 1, 'California': 10, 'Spain': 2, 'Georgia': 2, 'Pennsylvania': 6, 'Poland': 1, 'Florida': 3, 'Rhode Island': 1, 'Sweden': 1, 'Australia': 1, 'Missouri': 2, 'Ohio': 5, 'Portugal': 1, 'Mexico': 1, 'New Jersey': 4, 'Serbia': 1, 'North Carolina': 3, 'Tennessee': 1, 'District of Columbia': 1}","100","255","458","111","562","224","122","10"
"Southampton Imperial Baltic Porter","Southampton Publick House","89","http://beeradvocate.com/beer/profile/1628/8543/?sort=topr","Baltic Porter","{'Oklahoma': 2, 'Delaware': 1, 'Minnesota': 4, 'Illinois': 3, 'Maryland': 2, 'Louisiana': 1, 'Texas': 2, 'Ontario (Canada)': 1, 'Wisconsin': 1, 'Virginia': 4, 'Connecticut': 6, 'Tennessee': 1, 'California': 6, 'Massachusetts': 7, 'South Carolina': 3, 'Vermont': 1, 'Georgia': 4, 'Pennsylvania': 19, 'Florida': 4, 'Alaska': 2, 'Kentucky': 1, 'Rhode Island': 1, 'Ohio': 4, 'Colorado': 2, 'Idaho': 1, 'New Jersey': 4, 'Saskatchewan (Canada)': 1, 'North Carolina': 3, 'New York': 9}","100","272","481","131","594","206","151","15"
"Killer ""Kapowski"" Kowalski","Flossmoor Station Restaurant &amp; Brewery","91","http://beeradvocate.com/beer/profile/612/35396/?sort=topr","Baltic Porter","{'Oklahoma': 2, 'Wyoming': 1, 'Minnesota': 3, 'Illinois': 26, 'Georgia': 4, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 3, 'Arizona': 1, 'Iowa': 2, 'Michigan': 1, 'Virginia': 1, 'Connecticut': 1, 'District of Columbia': 1, 'California': 8, 'Massachusetts': 2, 'South Carolina': 2, 'Wisconsin': 1, 'Netherlands': 1, 'Pennsylvania': 8, 'Florida': 3, 'Kentucky': 2, 'Missouri': 1, 'Ohio': 13, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 1, 'New York': 3}","100","228","568","121","709","199","160","26"
"Fear And Trembling","Hill Farmstead Brewery","94","http://beeradvocate.com/beer/profile/22511/89265/?sort=topr","Baltic Porter","{'Vermont': 2, 'Pennsylvania': 2, 'New Hampshire': 2, 'Florida': 1, 'Minnesota': 1, 'Illinois': 1, 'Connecticut': 1, 'District of Columbia': 3, 'California': 1, 'Massachusetts': 7, 'South Carolina': 1, 'Indiana': 2, 'Maryland': 1, 'New York': 3, 'Louisiana': 1, 'Ontario (Canada)': 1}","30","50","187","20","197","46","36","6"
"Grande Cuvée Porter Baltique","Les Trois Mousquetaires","95","http://beeradvocate.com/beer/profile/11056/46644/?sort=topr","Baltic Porter","{'Alberta (Canada)': 5, 'Minnesota': 2, 'Illinois': 1, 'Georgia': 1, 'Ontario (Canada)': 34, 'Manitoba (Canada)': 1, 'Australia': 7, 'Wisconsin': 1, 'Michigan': 1, 'Oregon': 1, 'California': 4, 'Massachusetts': 3, 'New Hampshire': 2, 'Netherlands': 1, 'Pennsylvania': 2, 'Quebec (Canada)': 11, 'Poland': 1, 'Florida': 2, 'Kentucky': 1, 'Sweden': 1, 'Nova Scotia (Canada)': 1, 'Ohio': 1, 'Colorado': 1, 'Saskatchewan (Canada)': 1, 'North Carolina': 2, 'New York': 4, 'British Columbia (Canada)': 7}","100","160","667","161","773","224","139","33"
"Grand Imperial Porter","Browar Amber","82","http://beeradvocate.com/beer/profile/5502/47097/?sort=topr","Baltic Porter","{'Tennessee': 1, 'Australia': 7, 'Wisconsin': 4, 'Pennsylvania': 3, 'Poland': 1, 'Finland': 1, 'Washington': 4, 'Virginia': 2, 'Oregon': 4, 'Illinois': 1, 'North Carolina': 1, 'Connecticut': 11, 'New York': 6, 'California': 4, 'Massachusetts': 2, 'Texas': 1, 'New Jersey': 1, 'Alabama': 1, 'Idaho': 3, 'Ontario (Canada)': 2}","60","95","326","94","443","120","65","19"
"Saranac High Peaks Series Chocolate Orange","Matt Brewing Company","88","http://beeradvocate.com/beer/profile/99/79010/?sort=topr","Baltic Porter","{'Vermont': 1, 'New Jersey': 4, 'Delaware': 1, 'Virginia': 1, 'North Carolina': 2, 'Illinois': 2, 'Pennsylvania': 4, 'Connecticut': 2, 'New York': 7, 'Indiana': 1, 'West Virginia': 1, 'South Carolina': 1, 'Ohio': 1, 'Maryland': 1, 'Ontario (Canada)': 1}","30","32","208","106","209","71","71","2"
"Shipyard Imperial Porter (Pugsley's Signature Series)","Shipyard Brewing Co.","84","http://beeradvocate.com/beer/profile/139/45933/?sort=topr","Baltic Porter","{'Alberta (Canada)': 1, 'Minnesota': 4, 'Illinois': 2, 'Indiana': 2, 'Maryland': 1, 'Texas': 1, 'Ontario (Canada)': 13, 'Arizona': 2, 'Michigan': 1, 'Utah': 1, 'Virginia': 3, 'Oregon': 4, 'Connecticut': 4, 'New Hampshire': 5, 'Massachusetts': 7, 'West Virginia': 1, 'South Carolina': 2, 'California': 9, 'Oklahoma': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 3, 'Quebec (Canada)': 2, 'Florida': 7, 'Alaska': 1, 'Rhode Island': 1, 'Missouri': 1, 'Colorado': 1, 'New Jersey': 2, 'Washington': 2, 'North Carolina': 4, 'New York': 4, 'Maine': 5}","100","239","520","111","692","212","196","31"
"Dark Knight","Barley John's Brew Pub","96","http://beeradvocate.com/beer/profile/1168/11482/?sort=topr","Baltic Porter","{'Minnesota': 27, 'Illinois': 4, 'Ohio': 4, 'Maryland': 1, 'Ontario (Canada)': 1, 'Arizona': 3, 'Wisconsin': 2, 'Michigan': 1, 'Virginia': 2, 'District of Columbia': 1, 'California': 3, 'South Carolina': 3, 'New Hampshire': 1, 'Vermont': 1, 'Pennsylvania': 8, 'Quebec (Canada)': 1, 'Florida': 2, 'Sweden': 1, 'Nebraska': 1, 'Missouri': 1, 'Iowa': 1, 'Colorado': 2, 'Saskatchewan (Canada)': 1, 'New York': 4}","77","93","483","88","581","139","64","10"
"3Beans","Sixpoint","90","http://beeradvocate.com/beer/profile/10607/88889/?sort=topr","Baltic Porter","{'Mississippi': 1, 'Delaware': 1, 'Minnesota': 1, 'Illinois': 3, 'Indiana': 5, 'Maryland': 4, 'Texas': 1, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Tennessee': 1, 'Wisconsin': 1, 'United Kingdom (Scotland)': 1, 'Michigan': 2, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 7, 'New York': 15, 'New Hampshire': 3, 'Massachusetts': 4, 'California': 2, 'Vermont': 1, 'Pennsylvania': 16, 'Florida': 2, 'Kentucky': 2, 'Rhode Island': 2, 'Ohio': 2, 'Alabama': 1, 'Colorado': 1, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 3, 'District of Columbia': 3, 'Montana': 1, 'Nevada': 1, 'Maine': 1}","100","211","588","87","851","212","220","17"
"Batch 69 Baltic Porter","New Old Lompoc Brewery","88","http://beeradvocate.com/beer/profile/2641/56885/?sort=topr","Baltic Porter","{'California': 3, 'Georgia': 1, 'Washington': 2, 'Virginia': 1, 'Oregon': 4}","11","37","49","16","58","26","29","1"
"Carls Porter","Carlsberg Danmark A/S","84","http://beeradvocate.com/beer/profile/721/4349/?sort=topr","Baltic Porter","{'Pennsylvania': 1, 'Denmark': 2, 'Florida': 1, 'Sweden': 2, 'California': 1, 'Colombia': 1, 'Quebec (Canada)': 1, 'United Kingdom (England)': 2, 'Texas': 2}","13","25","51","6","51","24","9","2"
"Crystal Norde","Half Acre Beer Company","87","http://beeradvocate.com/beer/profile/18006/89524/?sort=topr","Baltic Porter","{'Illinois': 5}","5","19","23","22","38","7","15","0"
"Fear And Trembling (French Oak Cabernet)","Hill Farmstead Brewery","93","http://beeradvocate.com/beer/profile/22511/62447/?sort=topr","Baltic Porter","{'Minnesota': 2, 'Illinois': 4, 'Georgia': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 1, 'Arizona': 1, 'Wisconsin': 2, 'Michigan': 1, 'Virginia': 1, 'New York': 1, 'New Hampshire': 1, 'Massachusetts': 2, 'South Carolina': 2, 'California': 5, 'Vermont': 2, 'Netherlands': 1, 'Pennsylvania': 5, 'Ohio': 1, 'New Jersey': 1, 'North Carolina': 1, 'District of Columbia': 2}","40","76","245","47","172","84","22","7"
"Obolon Porter","Obolon Brewery","81","http://beeradvocate.com/beer/profile/601/13681/?sort=topr","Baltic Porter","{'Korea (North)': 1, 'Vermont': 1, 'Arizona': 2, 'Iowa': 1, 'Florida': 1, 'Michigan': 3, 'Washington': 2, 'Virginia': 2, 'North Carolina': 3, 'Rhode Island': 2, 'Connecticut': 2, 'Georgia': 2, 'China': 1, 'Kentucky': 2, 'New York': 1, 'Oklahoma': 1, 'Ontario (Canada)': 1}","28","73","95","32","155","66","38","6"
"Portsmouth Imperial (Baltic) Porter","Portsmouth Brewery","91","http://beeradvocate.com/beer/profile/596/29062/?sort=topr","Baltic Porter","{'Tennessee': 1, 'Georgia': 1, 'California': 1, 'Pennsylvania': 4, 'Florida': 1, 'Virginia': 2, 'Oregon': 1, 'Rhode Island': 3, 'New Jersey': 2, 'Connecticut': 2, 'New York': 1, 'New Hampshire': 4, 'Massachusetts': 3, 'Maryland': 1, 'South Carolina': 1, 'Ohio': 1, 'Alabama': 1, 'Minnesota': 1, 'Maine': 4, 'Texas': 1, 'North Carolina': 1}","37","105","196","42","249","68","80","4"
"Baltic Porter De L'Ancrier","Hopfenstark","85","http://beeradvocate.com/beer/profile/15526/37075/?sort=topr","Baltic Porter","{'Manitoba (Canada)': 1, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 2, 'Quebec (Canada)': 6, 'Poland': 1, 'South Carolina': 1, 'Ontario (Canada)': 4}","17","38","86","36","89","52","19","1"
"Pothole Porter","Half Pints Brewing Company","88","http://beeradvocate.com/beer/profile/14078/42590/?sort=topr","Baltic Porter","{'Manitoba (Canada)': 4, 'Netherlands': 1, 'Quebec (Canada)': 3, 'Alberta (Canada)': 7, 'Virginia': 1, 'Nova Scotia (Canada)': 1, 'Illinois': 2, 'Saskatchewan (Canada)': 1, 'British Columbia (Canada)': 1, 'Ontario (Canada)': 9}","30","83","193","54","207","67","44","13"
"Amnesia","The Grumpy Troll Restaurant and Brewery","84","http://beeradvocate.com/beer/profile/2946/36200/?sort=topr","Baltic Porter","{'Georgia': 2, 'Wisconsin': 3, 'Colorado': 1, 'Washington': 1, 'Virginia': 1, 'New York': 1, 'Missouri': 1, 'Ohio': 1, 'Texas': 1}","12","20","58","30","56","26","16","3"
"Cincinnati Beer Week 2013 Embree's Northern Dark","Rivertown Brewing Co.","88","http://beeradvocate.com/beer/profile/22157/89152/?sort=topr","Baltic Porter","{'Ohio': 6, 'Washington': 1, 'Kentucky': 1}","8","14","40","18","45","13","6","3"
"Porter","Pardubický pivovar a.s.","86","http://beeradvocate.com/beer/profile/1200/16033/?sort=topr","Baltic Porter","{'Italy': 1, 'Minnesota': 1, 'Illinois': 1, 'Norway': 1, 'Texas': 1, 'Australia': 1, 'Iowa': 1, 'Virginia': 1, 'Connecticut': 1, 'New York': 1, 'California': 2, 'Massachusetts': 1, 'South Carolina': 1, 'Finland': 1, 'Florida': 1, 'Sweden': 1, 'Arizona': 1, 'Wisconsin': 1, 'Colorado': 2, 'Washington': 1, 'Tennessee': 1, 'United Kingdom (England)': 1}","24","76","108","24","152","45","55","6"
"Battleaxe Baltic Porter","Fat Heads Brewery &amp; Saloon","91","http://beeradvocate.com/beer/profile/19544/51390/?sort=topr","Baltic Porter","{'Pennsylvania': 5, 'Ohio': 2, 'Maryland': 1, 'Washington': 1, 'Indiana': 1}","10","24","58","16","65","34","16","2"
"Winter Baltic-Style Porter","Choc Beer Co. / Pete's Place","79","http://beeradvocate.com/beer/profile/4707/63524/?sort=topr","Baltic Porter","{'Iowa': 3, 'Colorado': 1, 'Oklahoma': 6, 'Wyoming': 1, 'Massachusetts': 1, 'Texas': 3}","15","27","70","24","69","39","26","3"
"Long Beach Crude","Belmont Brewing Company","87","http://beeradvocate.com/beer/profile/460/9415/?sort=topr","Baltic Porter","{'Iowa': 1, 'Arizona': 1, 'California': 8, 'Colorado': 1, 'Oregon': 1}","12","33","61","18","71","25","23","0"
"Organic Baltic Porter","Selin's Grove Brewing Company","88","http://beeradvocate.com/beer/profile/1666/31733/?sort=topr","Baltic Porter","{'Pennsylvania': 16, 'Virginia': 2, 'New Jersey': 1, 'New York': 1, 'South Carolina': 1, 'Maryland': 1, 'Ontario (Canada)': 1}","23","65","137","51","149","44","43","4"
"Ragutiene","Sherbrooke Liquor Store","87","http://beeradvocate.com/beer/profile/12520/71816/?sort=topr","Baltic Porter","{'Quebec (Canada)': 2, 'Alberta (Canada)': 7, 'Ontario (Canada)': 3}","12","24","72","17","89","30","10","2"
"Pier Rat Porter","Port Brewing Company / Pizza Port","86","http://beeradvocate.com/beer/profile/5318/13903/?sort=topr","Baltic Porter","{'Arizona': 1, 'Iowa': 1, 'Illinois': 1, 'Connecticut': 1, 'California': 8, 'Ohio': 2, 'Nevada': 1}","15","29","65","11","73","31","32","4"
"Crooked Stave Nightmare On Brett","Brandy Barrel","89","http://beeradvocate.com/beer/profile/25191/89072/?sort=topr","Baltic Porter","{'Delaware': 1, 'Washington': 1, 'Virginia': 1}","3","2","15","13","10","10","0","0"
"Duck-Rabbit Barrel Aged Baltic Porter","The Duck-Rabbit Craft Brewery","93","http://beeradvocate.com/beer/profile/9790/54844/?sort=topr","Baltic Porter","{'South Carolina': 2, 'Ohio': 1, 'District of Columbia': 1, 'Virginia': 1, 'North Carolina': 1}","6","6","28","4","40","11","0","1"
"Valsviken Vinterporter","Nynäshamns Angbryggeri","86","http://beeradvocate.com/beer/profile/3476/62362/?sort=topr","Baltic Porter","{'South Carolina': 1, 'Indiana': 1, 'Sweden': 6, 'Vermont': 1, 'Massachusetts': 1}","10","18","60","20","57","21","16","1"
"Midtfyns / De Molen X Porter","Midtfyns Bryghus","86","http://beeradvocate.com/beer/profile/16294/62574/?sort=topr","Baltic Porter","{'Sweden': 4, 'Netherlands': 3, 'Illinois': 1}","8","15","45","12","83","21","18","0"
"Phillips / Garrison Mash-Up! Baltic Porter","Phillips Brewing Company","86","http://beeradvocate.com/beer/profile/2675/77212/?sort=topr","Baltic Porter","{'Alberta (Canada)': 5, 'British Columbia (Canada)': 3, 'Ontario (Canada)': 1}","9","14","34","7","67","22","10","1"
"Framinghammer Baltic Porter","Jack's Abby Brewing","91","http://beeradvocate.com/beer/profile/26520/77500/?sort=topr","Baltic Porter","{'Massachusetts': 7, 'Rhode Island': 1}","8","31","63","6","59","16","28","4"
"Chocolate Porter","Meantime Brewing Company Limited","86","http://beeradvocate.com/beer/profile/5062/63613/?sort=topr","Baltic Porter","{'Brazil': 1, 'Alberta (Canada)': 1, 'North Carolina': 1, 'France': 1, 'Sweden': 1, 'New York': 2, 'Germany': 3, 'Belgium': 1, 'United Kingdom (England)': 3}","14","24","74","5","105","46","34","1"
"Lost River Porter","Bellwoods Brewery","87","http://beeradvocate.com/beer/profile/28820/80785/?sort=topr","Baltic Porter","{'Quebec (Canada)': 2, 'Alberta (Canada)': 1, 'Ontario (Canada)': 8}","11","17","47","12","52","26","3","0"
"Solidarity","New Albanian Brewing Company Pizzeria and Public House","79","http://beeradvocate.com/beer/profile/2504/65615/?sort=topr","Baltic Porter","{'Kentucky': 5, 'Illinois': 1, 'New York': 2, 'New Hampshire': 1, 'North Carolina': 2, 'Indiana': 4, 'Ohio': 3, 'Texas': 1}","19","59","114","46","148","42","17","0"
"Saku Porter","Saku Brewery LTD","82","http://beeradvocate.com/beer/profile/560/49277/?sort=topr","Baltic Porter","{'Iowa': 1, 'California': 2, 'New Jersey': 1, 'Finland': 1, 'Kentucky': 1, 'Illinois': 2, 'Pennsylvania': 1, 'District of Columbia': 1, 'New Hampshire': 1, 'North Carolina': 2, 'Indiana': 1, 'British Columbia (Canada)': 1}","15","29","80","18","103","43","10","3"
"Saku Estonian Porter","Saku Brewery LTD","82","http://beeradvocate.com/beer/profile/560/1471/?sort=topr","Baltic Porter","{'Indiana': 1, 'New York': 2, 'Pennsylvania': 4, 'Quebec (Canada)': 1, 'Michigan': 1, 'Oregon': 2, 'Illinois': 8, 'District of Columbia': 1, 'New Jersey': 1, 'Sweden': 2, 'Montana': 1, 'California': 1, 'North Carolina': 1, 'Arkansas': 1, 'Ohio': 2, 'New Hampshire': 1, 'Maryland': 3, 'Nevada': 1, 'Rhode Island': 1, 'Texas': 1, 'Massachusetts': 7}","44","88","186","63","232","98","57","11"
"Neuzeller Kloster-Brau Porter","Klosterbrauerei Neuzelle GmbH","84","http://beeradvocate.com/beer/profile/861/28743/?sort=topr","Baltic Porter","{'Minnesota': 5, 'Illinois': 4, 'Indiana': 1, 'Wisconsin': 1, 'Iowa': 1, 'Kansas': 1, 'Connecticut': 1, 'New Hampshire': 1, 'Massachusetts': 3, 'South Carolina': 1, 'California': 2, 'Netherlands': 1, 'Pennsylvania': 2, 'Quebec (Canada)': 1, 'Florida': 2, 'Rhode Island': 1, 'Missouri': 1, 'Ohio': 2, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 1, 'Austria': 1, 'New York': 1, 'United Kingdom (England)': 1}","38","109","199","49","251","98","23","5"
"Wrecking Ball Baltic Porter","Marshall Wharf Brewing Company / Three Tides Restaurant","87","http://beeradvocate.com/beer/profile/16842/48045/?sort=topr","Baltic Porter","{'Pennsylvania': 1, 'New Hampshire': 2, 'Maine': 1, 'Alaska': 1, 'Massachusetts': 1}","6","9","38","1","44","11","11","0"
"Carnegie Porter 3,5%","Carlsberg Sverige AB","72","http://beeradvocate.com/beer/profile/10897/22322/?sort=topr","Baltic Porter","{'Ontario (Canada)': 1, 'Sweden': 3, 'Netherlands': 1, 'Louisiana': 1, 'Illinois': 2}","9","22","34","9","50","14","18","1"
"Baltic Porter","Lancaster Brewing Company","86","http://beeradvocate.com/beer/profile/743/16542/?sort=topr","Baltic Porter","{'Pennsylvania': 11, 'New York': 1, 'Massachusetts': 1}","13","47","52","10","69","22","22","1"
"My Turn Series: Dan","Lakefront Brewery, Inc.","88","http://beeradvocate.com/beer/profile/741/75429/?sort=topr","Baltic Porter","{'Wisconsin': 5, 'Colorado': 1, 'New Jersey': 4, 'Alberta (Canada)': 1, 'Washington': 1, 'Minnesota': 1, 'Oregon': 1, 'California': 3, 'Ontario (Canada)': 1}","18","39","75","18","99","29","29","5"
"SMP","Sixpoint","87","http://beeradvocate.com/beer/profile/10607/22194/?sort=topr","Baltic Porter","{'Australia': 1, 'Wisconsin': 1, 'Colorado': 1, 'Pennsylvania': 1, 'Utah': 1, 'Oregon': 2, 'Illinois': 1, 'New Jersey': 1, 'Connecticut': 2, 'New York': 2, 'New Hampshire': 1, 'Massachusetts': 2, 'Ohio': 1}","17","42","67","13","67","28","26","0"
"Twisted Pine Northstar Imperial Porter","Twisted Pine Brewing Company","87","http://beeradvocate.com/beer/profile/23/6865/?sort=topr","Baltic Porter","{'Netherlands': 1, 'Colorado': 8, 'Pennsylvania': 2, 'Oklahoma': 1, 'North Carolina': 1, 'Oregon': 1, 'Illinois': 2, 'New Jersey': 1, 'Connecticut': 1, 'New York': 1, 'California': 1, 'Massachusetts': 1, 'Ohio': 3, 'Louisiana': 2, 'Texas': 12, 'Ontario (Canada)': 1}","39","68","234","54","295","84","76","5"
"Porter Boom","Pardubický pivovar a.s.","86","http://beeradvocate.com/beer/profile/1200/3348/?sort=topr","Baltic Porter","{'Australia': 1, 'Arizona': 1, 'New Jersey': 1, 'Quebec (Canada)': 2, 'Florida': 5, 'Minnesota': 4, 'North Carolina': 2, 'Virginia': 1, 'Pennsylvania': 2, 'Connecticut': 1, 'New York': 7, 'California': 1, 'Massachusetts': 1, 'Maryland': 1, 'Illinois': 1}","31","58","132","31","206","48","42","5"
"CB's Krysztoff","CB's Brewing Company","85","http://beeradvocate.com/beer/profile/761/64629/?sort=topr","Baltic Porter","{'Delaware': 1, 'Virginia': 1, 'New York': 3, 'New Hampshire': 1, 'Massachusetts': 1, 'Ohio': 1, 'Ontario (Canada)': 4}","12","26","57","14","75","26","7","0"
"Old Eight Porter","Barley John's Brew Pub","88","http://beeradvocate.com/beer/profile/1168/11070/?sort=topr","Baltic Porter","{'Wisconsin': 2, 'Pennsylvania': 6, 'Virginia': 1, 'Minnesota': 13, 'Ohio': 1, 'Illinois': 2, 'Rhode Island': 1, 'Ontario (Canada)': 1}","27","47","119","20","135","37","54","7"
"Fear And Trembling (Bourbon)","Hill Farmstead Brewery","93","http://beeradvocate.com/beer/profile/22511/62733/?sort=topr","Baltic Porter","{'Vermont': 3, 'Netherlands': 1, 'Wisconsin': 2, 'Pennsylvania': 6, 'Michigan': 1, 'Washington': 1, 'Virginia': 1, 'North Carolina': 1, 'Illinois': 5, 'New Jersey': 1, 'Sweden': 1, 'Georgia': 2, 'California': 4, 'Massachusetts': 1, 'District of Columbia': 1, 'South Carolina': 1, 'Ohio': 1, 'Maryland': 1, 'Nevada': 1, 'Texas': 1}","36","63","207","25","237","91","14","5"
"Double Brown Stout","Deep Ellum Brewing Company","87","http://beeradvocate.com/beer/profile/27403/75574/?sort=topr","Baltic Porter","{'Massachusetts': 1, 'New York': 1, 'Virginia': 1, 'Texas': 5, 'Illinois': 1}","9","23","62","3","47","18","3","0"
"Tsarina Esra Reserva","Brouwerij De Molen","87","http://beeradvocate.com/beer/profile/11031/54961/?sort=topr","Baltic Porter","{'Australia': 1, 'Pennsylvania': 1, 'Quebec (Canada)': 1, 'Georgia': 1, 'Illinois': 2, 'Sweden': 1, 'New York': 1, 'Ireland': 1, 'District of Columbia': 1, 'South Carolina': 1, 'Norway': 1, 'Texas': 2}","14","26","77","14","98","36","5","2"
"Barrel Aged Topless Wytch","Three Floyds Brewing Co. &amp; Brewpub","89","http://beeradvocate.com/beer/profile/26/89268/?sort=topr","Baltic Porter","{'Illinois': 1}","1","0","9","0","9","2","2","3"
"""Admiral"" Stash","Milwaukee Brewing Company","83","http://beeradvocate.com/beer/profile/18680/79709/?sort=topr","Baltic Porter","{'Wisconsin': 3, 'Massachusetts': 1}","4","9","36","5","28","19","3","0"
"Huvila X-Porter","Malmgårdin Panimo","87","http://beeradvocate.com/beer/profile/13629/51529/?sort=topr","Baltic Porter","{'Iowa': 2, 'Michigan': 1, 'Oregon': 2, 'Rhode Island': 1, 'California': 2, 'North Carolina': 2, 'Missouri': 1, 'Louisiana': 1, 'Massachusetts': 1}","13","37","83","44","82","25","25","2"
"Aphotic Baltic Porter","High Water Brewing","84","http://beeradvocate.com/beer/profile/24827/77335/?sort=topr","Baltic Porter","{'New Jersey': 1, 'Indiana': 2, 'Alabama': 1, 'California': 9, 'Connecticut': 1}","15","20","87","17","108","30","26","0"
