"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Hell's Belle","Big Boss Brewing","81","http://beeradvocate.com/beer/profile/15189/35470/?sort=topr","Belgian Pale Ale","{'Minnesota': 2, 'Illinois': 2, 'Indiana': 1, 'Maryland': 1, 'Texas': 1, 'Korea (North)': 1, 'Iowa': 1, 'Wisconsin': 2, 'Virginia': 8, 'Oregon': 2, 'Connecticut': 3, 'New York': 3, 'California': 5, 'Massachusetts': 3, 'South Carolina': 4, 'New Hampshire': 1, 'Georgia': 4, 'Pennsylvania': 6, 'Quebec (Canada)': 1, 'Florida': 3, 'Kentucky': 1, 'Rhode Island': 1, 'Arizona': 1, 'Missouri': 1, 'Ohio': 2, 'Colorado': 2, 'New Jersey': 3, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'North Carolina': 28, 'Tennessee': 1, 'District of Columbia': 1}","97","512","146","318","225","216","124","127"
"Augustijn Blond","Brouwerij Van Steenberge N.V.","84","http://beeradvocate.com/beer/profile/48/54453/?sort=topr","Belgian Pale Ale","{'Alberta (Canada)': 2, 'Minnesota': 1, 'Illinois': 1, 'Georgia': 1, 'New Mexico': 1, 'Maryland': 3, 'Louisiana': 2, 'Texas': 3, 'Ontario (Canada)': 19, 'Arizona': 2, 'United Kingdom (Scotland)': 1, 'Norway': 1, 'Michigan': 4, 'Virginia': 4, 'District of Columbia': 1, 'New Hampshire': 3, 'Massachusetts': 4, 'South Carolina': 1, 'California': 3, 'Oklahoma': 1, 'Spain': 3, 'Netherlands': 2, 'Pennsylvania': 4, 'Florida': 3, 'Kentucky': 3, 'Rhode Island': 1, 'Belgium': 1, 'Nebraska': 1, 'Ohio': 2, 'France': 1, 'New Jersey': 2, 'North Carolina': 1, 'New York': 2, 'United Kingdom (England)': 2}","87","497","122","346","206","313","131","109"
"Springboard","New Belgium Brewing","80","http://beeradvocate.com/beer/profile/192/34717/?sort=topr","Belgian Pale Ale","{'Brazil': 1, 'Oklahoma': 1, 'Minnesota': 11, 'Illinois': 10, 'Arkansas': 1, 'Indiana': 2, 'Louisiana': 1, 'Texas': 13, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 1, 'Kansas': 2, 'Oregon': 4, 'California': 18, 'Massachusetts': 1, 'South Carolina': 1, 'Georgia': 3, 'Pennsylvania': 1, 'Quebec (Canada)': 1, 'Florida': 1, 'Rhode Island': 1, 'Nebraska': 2, 'Missouri': 3, 'Ohio': 3, 'Colorado': 6, 'New Jersey': 1, 'Washington': 2, 'North Carolina': 2, 'New York': 2, 'Nevada': 3}","100","625","114","283","190","238","225","90"
"Rare Vos (Amber Ale)","Brewery Ommegang","91","http://beeradvocate.com/beer/profile/42/593/?sort=topr","Belgian Pale Ale","{'Mississippi': 1, 'Alberta (Canada)': 4, 'Delaware': 1, 'Minnesota': 3, 'Illinois': 4, 'Indiana': 2, 'Maryland': 2, 'Louisiana': 1, 'Texas': 4, 'Ontario (Canada)': 2, 'Tennessee': 2, 'Australia': 1, 'Michigan': 4, 'Virginia': 5, 'Connecticut': 4, 'Montana': 1, 'California': 4, 'Massachusetts': 6, 'South Carolina': 1, 'New Hampshire': 1, 'Georgia': 2, 'Pennsylvania': 9, 'Florida': 3, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 1, 'Ohio': 9, 'Colorado': 1, 'New Jersey': 6, 'Washington': 3, 'North Carolina': 2, 'New York': 6, 'Nevada': 1, 'Maine': 1}","100","365","173","458","302","312","168","212"
"Lips Of Faith","Le Fleur Misseur?","85","http://beeradvocate.com/beer/profile/192/42943/?sort=topr","Belgian Pale Ale","{'Oklahoma': 2, 'Wyoming': 1, 'Minnesota': 1, 'Illinois': 8, 'Arkansas': 1, 'Maryland': 3, 'Louisiana': 1, 'Texas': 17, 'Ontario (Canada)': 1, 'Iowa': 2, 'Wisconsin': 3, 'Kansas': 2, 'Utah': 1, 'Virginia': 2, 'District of Columbia': 2, 'New Hampshire': 1, 'Massachusetts': 4, 'South Carolina': 2, 'California': 11, 'Georgia': 1, 'Pennsylvania': 1, 'Poland': 1, 'Florida': 1, 'Kentucky': 1, 'Rhode Island': 1, 'Missouri': 7, 'Ohio': 2, 'Colorado': 9, 'Idaho': 1, 'New Jersey': 1, 'Washington': 2, 'North Carolina': 2, 'New York': 4, 'British Columbia (Canada)': 1}","100","611","149","384","192","257","182","120"
"Devotion Ale","The Lost Abbey","87","http://beeradvocate.com/beer/profile/18149/36539/?sort=topr","Belgian Pale Ale","{'Brazil': 1, 'Minnesota': 1, 'Illinois': 2, 'Maryland': 3, 'Texas': 1, 'Ontario (Canada)': 1, 'Australia': 3, 'Iowa': 1, 'Virginia': 3, 'Montana': 1, 'California': 21, 'Massachusetts': 6, 'South Carolina': 1, 'New Hampshire': 2, 'Georgia': 4, 'Pennsylvania': 17, 'Florida': 1, 'Alaska': 1, 'Kentucky': 2, 'Rhode Island': 1, 'Arizona': 1, 'Missouri': 1, 'Ohio': 1, 'New York': 2, 'Colorado': 2, 'Idaho': 2, 'New Jersey': 9, 'Washington': 5, 'North Carolina': 1, 'District of Columbia': 2, 'United Kingdom (England)': 1}","100","586","158","419","216","257","261","146"
"A Little Crazy","Revolution Brewing Company","90","http://beeradvocate.com/beer/profile/22072/77606/?sort=topr","Belgian Pale Ale","{'Korea (North)': 1, 'Delaware': 1, 'Illinois': 23, 'California': 1, 'Ohio': 1, 'Indiana': 1}","28","161","26","114","35","56","129","34"
"Flat Earth Belgian-Style Pale Ale","Flat Earth Brewing Company","85","http://beeradvocate.com/beer/profile/15642/35339/?sort=topr","Belgian Pale Ale","{'Oklahoma': 1, 'Wyoming': 1, 'Minnesota': 46, 'Illinois': 2, 'Ohio': 5, 'Indiana': 1, 'Maryland': 1, 'Ontario (Canada)': 1, 'Manitoba (Canada)': 1, 'Arizona': 1, 'Iowa': 2, 'Michigan': 2, 'Oregon': 1, 'Connecticut': 1, 'Jordan': 1, 'South Carolina': 1, 'California': 2, 'Pennsylvania': 6, 'Florida': 2, 'Missouri': 3, 'Wisconsin': 3, 'Colorado': 4, 'New Jersey': 2, 'North Carolina': 2, 'New York': 1, 'Maine': 1}","95","470","170","319","327","296","207","172"
"Harpoon Belgian Pale Ale","Harpoon Brewery","83","http://beeradvocate.com/beer/profile/10097/33976/?sort=topr","Belgian Pale Ale","{'Illinois': 2, 'Indiana': 3, 'Maryland': 4, 'Texas': 2, 'Ontario (Canada)': 1, 'Michigan': 2, 'Virginia': 6, 'Connecticut': 6, 'New York': 14, 'California': 3, 'Massachusetts': 18, 'New Hampshire': 6, 'Vermont': 1, 'Georgia': 1, 'Pennsylvania': 15, 'Alaska': 1, 'Rhode Island': 5, 'Missouri': 1, 'Ohio': 1, 'Alabama': 1, 'New Jersey': 2, 'Washington': 2, 'Tennessee': 2, 'Maine': 1}","100","480","120","368","267","224","281","190"
"De Koninck","Brouwerij De Koninck NV","83","http://beeradvocate.com/beer/profile/218/677/?sort=topr","Belgian Pale Ale","{'Brazil': 1, 'Oklahoma': 1, 'Missouri': 1, 'Minnesota': 3, 'Illinois': 4, 'Georgia': 4, 'Maryland': 1, 'Texas': 6, 'Ontario (Canada)': 3, 'Korea (North)': 1, 'Australia': 2, 'Wisconsin': 1, 'Michigan': 1, 'Oregon': 2, 'New York': 8, 'California': 13, 'Massachusetts': 2, 'West Virginia': 1, 'Belgium': 2, 'New Hampshire': 1, 'Germany': 1, 'Netherlands': 2, 'Pennsylvania': 6, 'Florida': 1, 'Kentucky': 2, 'Rhode Island': 1, 'South Carolina': 3, 'Sweden': 1, 'District of Columbia': 3, 'Ohio': 1, 'Alabama': 1, 'France': 1, 'Colorado': 4, 'New Jersey': 5, 'North Carolina': 2, 'Tennessee': 1, 'United Kingdom (England)': 4, 'British Columbia (Canada)': 2}","100","400","152","297","328","220","200","87"
"Fleur De Lehigh","Philadelphia Brewing Company","77","http://beeradvocate.com/beer/profile/16206/43164/?sort=topr","Belgian Pale Ale","{'Vermont': 1, 'Iowa': 1, 'Pennsylvania': 48, 'Florida': 1, 'Ohio': 1, 'New Jersey': 7, 'New York': 1, 'Germany': 1, 'District of Columbia': 1, 'Missouri': 1, 'California': 4, 'Maryland': 1, 'Illinois': 1, 'Maine': 2, 'Texas': 1}","72","339","90","329","129","143","68","186"
"Affligem Blond","Brouwerij De Smedt / Brouwerij Affligem","88","http://beeradvocate.com/beer/profile/196/620/?sort=topr","Belgian Pale Ale","{'Brazil': 1, 'Mississippi': 1, 'Italy': 2, 'Alberta (Canada)': 4, 'Minnesota': 2, 'Illinois': 3, 'Georgia': 1, 'Arkansas': 1, 'Indiana': 1, 'Maryland': 5, 'Louisiana': 1, 'Ontario (Canada)': 12, 'Manitoba (Canada)': 1, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 4, 'Virginia': 2, 'New York': 10, 'New Hampshire': 1, 'Massachusetts': 5, 'West Virginia': 1, 'Belgium': 1, 'California': 9, 'United Kingdom (Wales)': 1, 'Spain': 3, 'Netherlands': 1, 'Pennsylvania': 5, 'Kentucky': 1, 'South Carolina': 3, 'Australia': 1, 'Missouri': 1, 'Ohio': 2, 'Colorado': 4, 'New Jersey': 1, 'Serbia': 1, 'North Carolina': 1, 'Tennessee': 1, 'United Kingdom (England)': 1, 'British Columbia (Canada)': 1}","100","581","145","353","290","298","165","188"
"Verboten","Weyerbacher Brewing Co.","85","http://beeradvocate.com/beer/profile/392/58482/?sort=topr","Belgian Pale Ale","{'Delaware': 1, 'Minnesota': 4, 'Indiana': 1, 'Maryland': 5, 'Texas': 1, 'Wisconsin': 4, 'Virginia': 3, 'Connecticut': 3, 'District of Columbia': 1, 'New Hampshire': 2, 'Massachusetts': 10, 'South Carolina': 2, 'Georgia': 2, 'Pennsylvania': 26, 'Florida': 3, 'Kentucky': 1, 'Missouri': 1, 'Ohio': 2, 'New Jersey': 14, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'North Carolina': 1, 'New York': 9, 'Maine': 1}","100","473","163","418","256","292","309","202"
"Luciérnaga, The Firefly","Jolly Pumpkin Artisan Ales","91","http://beeradvocate.com/beer/profile/9897/20524/?sort=topr","Belgian Pale Ale","{'Oklahoma': 5, 'Delaware': 3, 'Minnesota': 4, 'Illinois': 7, 'Indiana': 2, 'Maryland': 4, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 3, 'Australia': 2, 'Michigan': 6, 'Virginia': 1, 'Oregon': 1, 'Tennessee': 4, 'California': 9, 'Idaho': 1, 'West Virginia': 1, 'Alberta (Canada)': 1, 'Massachusetts': 3, 'Pennsylvania': 14, 'Florida': 3, 'Kentucky': 1, 'Rhode Island': 1, 'District of Columbia': 1, 'Ohio': 4, 'Colorado': 5, 'New Jersey': 1, 'Missouri': 1, 'Washington': 1, 'North Carolina': 3, 'New York': 4, 'Montana': 1}","100","523","168","654","158","263","168","185"
"Val-Dieu Blond","Brasserie de l'Abbaye du Val-Dieu","87","http://beeradvocate.com/beer/profile/826/2574/?sort=topr","Belgian Pale Ale","{'Italy': 1, 'Alberta (Canada)': 1, 'Minnesota': 5, 'Illinois': 2, 'Netherlands': 1, 'Indiana': 3, 'Maryland': 1, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Australia': 1, 'Iowa': 2, 'Michigan': 4, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 1, 'Tennessee': 1, 'California': 3, 'Massachusetts': 6, 'Puerto Rico': 1, 'South Carolina': 1, 'New Hampshire': 2, 'Georgia': 5, 'Pennsylvania': 7, 'Quebec (Canada)': 1, 'Florida': 8, 'Hawaii': 1, 'Kentucky': 2, 'Belgium': 1, 'Nebraska': 1, 'Missouri': 1, 'Ohio': 4, 'Colorado': 4, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 8, 'New York': 4, 'Japan': 1, 'United Kingdom (England)': 2, 'Maine': 1}","100","647","157","462","288","288","144","113"
"Rayon Vert","Green Flash Brewing Co.","87","http://beeradvocate.com/beer/profile/2743/76323/?sort=topr","Belgian Pale Ale","{'Iowa': 2, 'Oklahoma': 2, 'Minnesota': 3, 'Illinois': 3, 'New Mexico': 1, 'Maryland': 1, 'Louisiana': 3, 'Texas': 5, 'Ontario (Canada)': 2, 'Arizona': 3, 'Wisconsin': 2, 'Michigan': 2, 'Virginia': 5, 'Oregon': 1, 'Connecticut': 4, 'New York': 8, 'California': 9, 'Massachusetts': 1, 'South Carolina': 1, 'Alberta (Canada)': 4, 'Georgia': 3, 'Pennsylvania': 8, 'Florida': 7, 'Nebraska': 1, 'Rhode Island': 1, 'Australia': 3, 'Kentucky': 1, 'Missouri': 2, 'Ohio': 1, 'Colorado': 1, 'New Jersey': 5, 'North Carolina': 2, 'Tennessee': 1, 'Montana': 1}","100","450","164","516","173","336","319","96"
"Fatty Boombalatty","Furthermore Beer","86","http://beeradvocate.com/beer/profile/14154/36366/?sort=topr","Belgian Pale Ale","{'Delaware': 1, 'Minnesota': 17, 'Illinois': 13, 'Arkansas': 1, 'Maryland': 1, 'Texas': 2, 'Ontario (Canada)': 3, 'Iowa': 1, 'Wisconsin': 16, 'Michigan': 3, 'Utah': 1, 'Virginia': 3, 'Oregon': 1, 'Tennessee': 1, 'California': 3, 'Massachusetts': 1, 'South Carolina': 1, 'Georgia': 2, 'Pennsylvania': 21, 'Missouri': 1, 'Ohio': 1, 'Colorado': 1, 'New Jersey': 1, 'North Carolina': 1, 'New York': 2, 'Maine': 1}","100","430","176","461","210","279","241","248"
"Petrus Blond","Brouwerij Bavik","79","http://beeradvocate.com/beer/profile/718/26528/?sort=topr","Belgian Pale Ale","{'Alberta (Canada)': 2, 'Minnesota': 5, 'Illinois': 1, 'Maryland': 4, 'Texas': 2, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Wisconsin': 1, 'Iowa': 2, 'Singapore': 1, 'Michigan': 4, 'Kansas': 1, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 3, 'District of Columbia': 1, 'California': 16, 'Massachusetts': 1, 'Belgium': 3, 'Oklahoma': 3, 'Netherlands': 2, 'Pennsylvania': 9, 'Florida': 2, 'Kentucky': 3, 'Rhode Island': 1, 'Missouri': 2, 'Ohio': 4, 'France': 1, 'Colorado': 3, 'Mexico': 1, 'New Jersey': 6, 'Washington': 1, 'New York': 5, 'United Kingdom (England)': 1, 'Nevada': 1}","100","539","146","335","346","256","188","49"
"Redemption","Russian River Brewing Company","91","http://beeradvocate.com/beer/profile/863/13741/?sort=topr","Belgian Pale Ale","{'Alberta (Canada)': 1, 'Minnesota': 3, 'Illinois': 3, 'Indiana': 3, 'Maryland': 3, 'Louisiana': 1, 'Idaho': 2, 'Ontario (Canada)': 1, 'Arizona': 1, 'Wisconsin': 2, 'Virginia': 4, 'Connecticut': 2, 'California': 12, 'Texas': 4, 'West Virginia': 1, 'Belgium': 1, 'Oklahoma': 1, 'Massachusetts': 7, 'Georgia': 1, 'Pennsylvania': 10, 'Florida': 1, 'Kentucky': 2, 'Rhode Island': 1, 'Australia': 1, 'Missouri': 2, 'Ohio': 6, 'Alabama': 2, 'Nebraska': 2, 'Colorado': 5, 'New Jersey': 6, 'Washington': 2, 'North Carolina': 3, 'New York': 4}","100","794","148","439","158","298","135","156"
"Bruegel Amber Ale","Brouwerij Van Steenberge N.V.","80","http://beeradvocate.com/beer/profile/48/1645/?sort=topr","Belgian Pale Ale","{'Mississippi': 1, 'Alberta (Canada)': 3, 'New Hampshire': 2, 'Minnesota': 1, 'Illinois': 3, 'Georgia': 1, 'Arkansas': 1, 'Indiana': 1, 'Maryland': 3, 'Louisiana': 5, 'Texas': 2, 'Ontario (Canada)': 13, 'Wisconsin': 2, 'Michigan': 2, 'Kansas': 2, 'Virginia': 6, 'Connecticut': 2, 'District of Columbia': 2, 'Germany': 1, 'Massachusetts': 1, 'West Virginia': 1, 'South Carolina': 1, 'California': 10, 'Netherlands': 2, 'Pennsylvania': 8, 'Florida': 2, 'Nebraska': 1, 'Missouri': 5, 'Ohio': 5, 'Alabama': 1, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 1, 'New York': 3}","100","539","144","273","345","276","215","46"
"Palm / Palm Speciale","Brouwerij Palm NV","76","http://beeradvocate.com/beer/profile/889/2823/?sort=topr","Belgian Pale Ale","{'Delaware': 1, 'Minnesota': 3, 'Illinois': 2, 'Georgia': 5, 'Indiana': 1, 'Maryland': 5, 'Texas': 4, 'Ontario (Canada)': 7, 'Australia': 1, 'Wisconsin': 1, 'Michigan': 5, 'New Hampshire': 2, 'Virginia': 2, 'Connecticut': 2, 'New York': 7, 'California': 5, 'Massachusetts': 4, 'South Carolina': 2, 'Thailand': 1, 'Netherlands': 1, 'Pennsylvania': 6, 'Florida': 5, 'District of Columbia': 1, 'Switzerland': 1, 'Ohio': 2, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 9, 'North Carolina': 6, 'Tennessee': 4, 'Nevada': 1, 'Maine': 1}","100","549","119","167","400","232","201","12"
"Saranac Belgian Ale","Matt Brewing Company","77","http://beeradvocate.com/beer/profile/99/26617/?sort=topr","Belgian Pale Ale","{'Oklahoma': 1, 'Missouri': 1, 'Illinois': 2, 'New Mexico': 1, 'Indiana': 2, 'Maryland': 4, 'Louisiana': 1, 'Iowa': 1, 'Michigan': 1, 'Virginia': 5, 'Connecticut': 3, 'New York': 22, 'California': 1, 'Massachusetts': 2, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 3, 'Georgia': 3, 'Pennsylvania': 15, 'Florida': 3, 'Rhode Island': 2, 'District of Columbia': 1, 'Ohio': 6, 'Colorado': 1, 'New Jersey': 8, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'North Carolina': 5, 'Tennessee': 1}","100","353","136","295","300","236","164","140"
"Bière Darbyste","Brasserie de Blaugies","85","http://beeradvocate.com/beer/profile/825/3588/?sort=topr","Belgian Pale Ale","{'Minnesota': 5, 'Illinois': 3, 'Louisiana': 3, 'Texas': 1, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Tennessee': 1, 'Arizona': 1, 'Iowa': 1, 'Michigan': 2, 'Virginia': 1, 'Oregon': 3, 'Montana': 1, 'New Hampshire': 1, 'Massachusetts': 10, 'California': 8, 'Spain': 1, 'Wisconsin': 1, 'Georgia': 1, 'Pennsylvania': 11, 'Quebec (Canada)': 1, 'Poland': 1, 'Florida': 2, 'Kentucky': 3, 'Rhode Island': 2, 'Missouri': 1, 'Ohio': 3, 'France': 1, 'Colorado': 2, 'Mexico': 1, 'New Jersey': 4, 'North Carolina': 3, 'New York': 4, 'Maine': 1, 'British Columbia (Canada)': 1}","88","430","155","491","162","234","77","111"
"Karma","Avery Brewing Company","78","http://beeradvocate.com/beer/profile/30/23042/?sort=topr","Belgian Pale Ale","{'Oklahoma': 1, 'Illinois': 6, 'New Mexico': 1, 'Indiana': 1, 'Texas': 6, 'Korea (North)': 1, 'Iowa': 1, 'Wisconsin': 2, 'Michigan': 7, 'Kansas': 1, 'Virginia': 4, 'Oregon': 1, 'Montana': 1, 'New Hampshire': 1, 'Massachusetts': 3, 'West Virginia': 1, 'South Carolina': 1, 'California': 6, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 19, 'Rhode Island': 1, 'Sweden': 1, 'Ohio': 11, 'Colorado': 7, 'New Jersey': 8, 'Washington': 2, 'North Carolina': 1, 'New York': 1, 'Nevada': 1}","100","569","140","365","336","233","191","74"
"Blue Moon Belgian Pale Ale","Coors Brewing Company","73","http://beeradvocate.com/beer/profile/306/42887/?sort=topr","Belgian Pale Ale","{'Delaware': 1, 'Minnesota': 5, 'Illinois': 5, 'Arkansas': 1, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 7, 'Ontario (Canada)': 1, 'Arizona': 2, 'Wisconsin': 2, 'Michigan': 4, 'Virginia': 1, 'Oregon': 1, 'Connecticut': 1, 'Montana': 2, 'California': 8, 'Massachusetts': 1, 'South Carolina': 2, 'New Hampshire': 1, 'Georgia': 4, 'Pennsylvania': 10, 'Quebec (Canada)': 1, 'Florida': 1, 'Kentucky': 1, 'Rhode Island': 1, 'Australia': 1, 'Missouri': 3, 'Ohio': 2, 'Colorado': 4, 'Mexico': 1, 'New Jersey': 3, 'Washington': 1, 'North Carolina': 2, 'New York': 10, 'Nevada': 1}","100","414","114","209","293","191","251","43"
"Ommegang BPA (Belgian-style Pale Ale)","Brewery Ommegang","90","http://beeradvocate.com/beer/profile/42/56875/?sort=topr","Belgian Pale Ale","{'Alberta (Canada)': 1, 'Illinois': 3, 'Ohio': 2, 'Maryland': 2, 'Texas': 2, 'Ontario (Canada)': 2, 'Korea (North)': 1, 'Arizona': 1, 'Wisconsin': 2, 'Michigan': 2, 'Kansas': 1, 'Utah': 1, 'Virginia': 3, 'Connecticut': 2, 'Montana': 1, 'California': 6, 'Massachusetts': 6, 'West Virginia': 1, 'South Carolina': 2, 'New Hampshire': 1, 'Georgia': 1, 'Pennsylvania': 15, 'Quebec (Canada)': 1, 'Puerto Rico': 1, 'Florida': 1, 'Kentucky': 2, 'Rhode Island': 1, 'Missouri': 1, 'Iowa': 1, 'Alabama': 2, 'New York': 13, 'Colorado': 3, 'New Jersey': 4, 'Washington': 1, 'North Carolina': 4, 'Tennessee': 2, 'Nevada': 1}","100","584","162","491","240","317","351","128"
"Smuttynose Star Island Single","Smuttynose Brewing Company","79","http://beeradvocate.com/beer/profile/141/43132/?sort=topr","Belgian Pale Ale","{'Oklahoma': 1, 'Minnesota': 4, 'Illinois': 7, 'Arkansas': 1, 'Indiana': 1, 'Maryland': 6, 'Texas': 2, 'Wisconsin': 2, 'Michigan': 1, 'Kansas': 1, 'Virginia': 3, 'Connecticut': 2, 'Tennessee': 1, 'New Hampshire': 3, 'Massachusetts': 7, 'South Carolina': 3, 'California': 3, 'Georgia': 5, 'Pennsylvania': 9, 'Florida': 2, 'Kentucky': 1, 'Ohio': 7, 'New Jersey': 6, 'Washington': 1, 'North Carolina': 1, 'New York': 14, 'Maine': 4}","100","662","86","287","274","228","148","135"
"Grimbergen Blonde","Brouwerij Alken-Maes","84","http://beeradvocate.com/beer/profile/436/7864/?sort=topr","Belgian Pale Ale","{'Afghanistan': 1, 'Mississippi': 1, 'Italy': 1, 'Serbia': 1, 'Alberta (Canada)': 1, 'Minnesota': 6, 'Illinois': 6, 'Indiana': 2, 'Maryland': 1, 'Louisiana': 4, 'Arizona': 2, 'Wisconsin': 1, 'Michigan': 3, 'Virginia': 1, 'Connecticut': 2, 'California': 9, 'Massachusetts': 1, 'Belgium': 3, 'Oklahoma': 2, 'Spain': 4, 'Vermont': 1, 'Netherlands': 3, 'Pennsylvania': 6, 'Quebec (Canada)': 1, 'Florida': 2, 'Alaska': 1, 'Kentucky': 1, 'South Carolina': 1, 'Sweden': 4, 'Switzerland': 1, 'Ohio': 3, 'France': 1, 'Colorado': 2, 'New Jersey': 2, 'Washington': 1, 'New York': 12, 'United Kingdom (England)': 2, 'Nevada': 2}","100","606","118","451","333","266","153","97"
"Monkshine Belgian Style Blonde Ale","Uinta Brewing Company","80","http://beeradvocate.com/beer/profile/1416/23313/?sort=topr","Belgian Pale Ale","{'Iowa': 1, 'Oklahoma': 1, 'Delaware': 2, 'Minnesota': 1, 'Illinois': 5, 'New Mexico': 1, 'Indiana': 1, 'Maryland': 5, 'Idaho': 2, 'Korea (North)': 1, 'Arizona': 6, 'Wisconsin': 3, 'Kansas': 1, 'Virginia': 1, 'Oregon': 3, 'Connecticut': 1, 'California': 10, 'Massachusetts': 6, 'South Carolina': 3, 'Georgia': 5, 'Pennsylvania': 6, 'Florida': 2, 'Missouri': 2, 'Ohio': 3, 'Colorado': 14, 'Mexico': 1, 'New Jersey': 2, 'Washington': 2, 'North Carolina': 3, 'New York': 3, 'Texas': 1}","100","645","119","352","249","239","185","132"
"Leffe Blonde","Abbaye de Leffe S.A.","81","http://beeradvocate.com/beer/profile/470/2137/?sort=topr","Belgian Pale Ale","{'Brazil': 1, 'Afghanistan': 1, 'Lebanon': 1, 'Oklahoma': 1, 'Minnesota': 2, 'Illinois': 4, 'New Brunswick (Canada)': 1, 'Ohio': 1, 'Indiana': 3, 'Maryland': 2, 'Texas': 1, 'Ontario (Canada)': 3, 'Tennessee': 1, 'Arizona': 1, 'Iowa': 1, 'Michigan': 3, 'Virginia': 2, 'Connecticut': 1, 'Montana': 1, 'California': 9, 'Idaho': 1, 'Germany': 1, 'Alberta (Canada)': 1, 'Massachusetts': 3, 'Georgia': 5, 'Pennsylvania': 4, 'Quebec (Canada)': 2, 'Florida': 2, 'Rhode Island': 1, 'Australia': 2, 'Missouri': 2, 'Wisconsin': 2, 'Alabama': 1, 'Colorado': 2, 'New Jersey': 2, 'Washington': 2, 'North Carolina': 3, 'New York': 3, 'United Kingdom (England)': 3, 'Nevada': 2, 'Maine': 3, 'New Mexico': 2}","100","552","131","267","295","266","107","187"
"Troubadour Blond Ale","Brouwerij De Musketiers","89","http://beeradvocate.com/beer/profile/195/617/?sort=topr","Belgian Pale Ale","{'Iowa': 1, 'Minnesota': 1, 'Illinois': 9, 'Georgia': 1, 'Maryland': 3, 'Texas': 1, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Australia': 1, 'Wisconsin': 2, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 4, 'Montana': 1, 'California': 10, 'Massachusetts': 7, 'West Virginia': 1, 'Belgium': 1, 'New Hampshire': 3, 'Spain': 1, 'Vermont': 2, 'Netherlands': 3, 'Pennsylvania': 7, 'Quebec (Canada)': 1, 'Poland': 1, 'Florida': 1, 'Kentucky': 2, 'Tennessee': 1, 'Missouri': 3, 'Ohio': 2, 'Alabama': 1, 'Colorado': 3, 'New Jersey': 4, 'Washington': 2, 'North Carolina': 2, 'New York': 7, 'United Kingdom (England)': 3, 'Nevada': 1}","100","499","211","351","367","270","190","150"
